2207,1046,598,661,798,847,579,578,524,650,854,777,1005,1102,1194,1320,1579,1707,1872,1260,1467,1140,838,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2587,981,579,635,649,425,471,483,297,438,545,707,730,962,1428,1477,1532,1838,1538,1981,1832,1641,1353,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,1205,776,626,847,747,791,660,537,815,971,1179,1036,1134,1210,1592,1102,1358,1630,1517,1529,2391,1203,226,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,1186,801,806,697,609,599,587,645,719,631,780,902,1047,1224,1433,1725,1732,1676,1835,2325,1609,1149,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3115,1492,705,650,599,529,536,741,585,649,575,716,835,842,1364,1540,1675,1814,2267,2357,2302,1716,859,316,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2943,1342,829,797,654,759,809,614,634,578,587,810,1162,1466,1736,1642,1927,1786,1572,1875,1598,1564,1184,1049,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3291,1689,1034,685,659,610,618,904,978,1062,1018,1172,1086,1176,1504,1445,1710,1652,2152,1910,1762,1987,1417,753,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3426,1742,1038,822,706,633,681,794,909,1065,1261,1285,1384,1641,1646,1187,1246,1414,1622,1352,1552,1698,1727,1023,913,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3899,2004,1264,872,884,862,937,1042,1117,1098,881,919,1016,1032,1074,1128,1363,1356,1401,1731,1636,2088,2222,1164,963,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3855,2143,1377,998,892,865,734,678,672,690,679,737,934,1096,1408,1363,1422,1797,2242,1940,2036,2267,2241,1513,811,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3779,2045,1454,1148,971,787,878,1027,915,1225,1410,1456,1405,1455,1338,1531,1809,1787,2002,1883,1697,1798,1572,1120,1034,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3658,1740,1159,1051,863,633,827,981,1090,1109,1223,1487,1685,1550,1980,2204,2169,2309,2133,1602,2187,2066,1829,1388,596,262,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4016,2173,1509,1261,1327,1227,1290,1078,1055,1157,897,939,1036,1325,1659,1703,1971,2119,2094,1849,1733,2056,1673,1384,1436,730,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4124,2064,1255,995,967,1151,953,823,1159,1195,1261,1232,1396,1448,1910,2225,2546,2746,2473,2328,2224,1874,1581,1344,855,637,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4020,2178,1522,1423,1438,1162,1121,1102,1267,1311,1264,1291,1332,1647,1885,1849,1847,2277,2534,2949,2753,2257,2003,1217,733,198,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5575,2743,1777,1403,1099,904,944,1028,1054,1222,1285,1371,1504,1664,1694,1784,1657,1839,1843,1850,2003,1909,1907,1454,1654,1446,708,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4516,2134,1673,1286,1186,1406,1478,1457,1479,1381,1499,1454,1393,1558,1841,2171,2422,2420,2799,2904,2466,2317,1794,1773,1249,791,296,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4950,2319,1552,1141,998,926,887,1063,1096,1239,1277,1672,1722,1908,2031,2111,2309,2590,2851,3103,3365,3017,2226,1304,776,696,396,271,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4905,2365,1649,1526,1388,1312,1414,1504,1707,1681,1729,1817,1783,1921,2096,2274,2424,2998,2824,2825,2919,2379,1770,1511,1194,791,310,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5737,2693,1682,1350,1287,1306,1298,1350,1408,1665,1606,1584,1882,1952,2284,2458,2397,2571,2604,2414,2297,2340,2398,2022,1557,1223,615,154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5952,2658,1876,1624,1549,1519,1388,1351,1441,1617,1682,1900,1841,2127,2198,2557,2470,2578,2505,2756,2807,2582,2062,1911,1567,1194,581,304,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5832,2729,2056,1697,1549,1400,1305,1275,1381,1299,1552,1843,2133,2420,2429,2659,2633,2553,2755,2931,3248,2657,2405,2262,1623,946,452,347,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6298,2968,2000,1578,1455,1398,1612,1578,1629,1862,2021,2264,2427,2410,2395,2318,2526,2678,2739,3151,3558,3442,2893,2024,1490,1172,733,325,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6914,3257,1894,1419,1310,1438,1425,1366,1264,1468,1472,1973,1998,2159,2446,2849,3242,3118,3578,3473,3501,3161,2834,1979,2047,1416,760,202,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6750,3063,1838,1508,1541,1456,1445,1464,1577,1911,2151,2243,2286,2530,2656,2730,3138,3275,2875,2809,3234,3428,3186,2701,2184,1378,741,518,279,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7609,3648,2324,1883,1770,1621,1514,1481,1524,1587,1768,2083,2450,2651,2768,3053,3408,3376,3211,3281,3329,3403,2920,2564,2182,1828,1273,1107,398,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8002,4014,2667,1981,1763,1786,1788,1699,1788,1885,1848,1949,2021,2118,2285,2444,2743,2946,3141,3383,3406,3748,3640,3260,2941,2277,1306,580,393,155,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8087,4152,2503,1985,1814,1599,1752,1845,1923,2105,2183,2306,2255,2288,2534,2645,2807,2919,2848,2988,3354,3708,3496,3758,3353,2097,1474,741,290,148,57,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8979,4598,2751,2184,1787,1840,1851,1878,1677,1766,1968,2105,2175,2218,2468,2492,2631,3143,3390,3500,3803,3930,3858,3702,3312,2611,1835,1074,452,155,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8363,4133,2790,2266,2093,2042,2064,2021,1975,2119,2376,2575,2617,2833,2987,3593,3725,3609,3618,3888,3731,3593,3565,3531,2620,2431,1949,1378,832,297,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035,4632,3134,2469,2188,1972,2062,2024,2117,2061,2180,2419,2581,2869,2980,2904,3110,3805,3883,3855,4060,4009,4256,4262,3315,2406,1753,1136,624,420,241,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9676,5090,3068,2362,2115,2016,2243,2120,2175,2192,2326,2508,2796,2866,3053,3485,3449,3623,4009,4155,4455,4728,4327,3718,3054,2418,2094,1291,814,623,573,308,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8994,4765,3200,2490,2128,2063,2167,1996,2221,2367,2437,2549,2772,3059,3319,3405,3827,4122,4307,4682,4981,5338,4705,4251,3598,2986,2366,1411,620,347,231,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10046,5341,3617,2874,2448,2550,2418,2332,2347,2203,2346,2606,2807,2884,3291,3660,3914,4213,4173,4511,4285,4458,4669,4747,3967,3263,2644,1874,1075,491,489,158,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10652,5943,3578,2869,2581,2175,2183,2117,2226,2214,2334,2619,2856,3163,3500,3870,4102,4364,4512,4492,4667,4805,4941,4803,4442,3870,3258,2508,1712,1209,668,246,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10385,5846,3855,3015,2688,2555,2543,2620,2651,2754,3047,3214,3283,3388,3508,3737,4237,4286,4814,4987,4925,5082,5156,4545,4146,3490,2817,2117,1767,1374,1002,485,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10802,6053,4055,3057,2598,2620,2448,2501,2596,2734,3042,3124,3248,3581,3639,3807,4018,4507,5159,5476,5829,6004,5598,5306,4567,4313,3847,2961,2155,1241,511,219,52,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10782,6034,3978,2939,2612,2547,2680,2491,2533,2765,2942,3087,3508,3588,4001,4508,4780,5408,5552,5763,5685,5641,5819,5959,5675,5174,4364,3482,2462,1580,890,352,135,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11243,6829,4537,3442,2915,2749,2839,2997,3014,3282,3353,3643,3708,3914,4193,4261,4377,4829,5206,5452,5470,5055,5455,5754,5478,4925,4472,4013,3319,2437,1572,961,456,230,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10942,6988,5020,3975,3339,3090,2917,3066,3150,3323,3376,3611,3726,4056,4131,4496,4928,5100,5463,5815,5767,5737,5779,5892,5433,5314,5009,4580,4252,3604,2267,1428,882,494,146,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10300,6837,4778,3669,3085,2964,3113,3014,3095,3008,3184,3369,3606,3966,4132,4419,5364,5490,5638,5937,6181,6861,6791,6624,7114,6419,6101,5593,5055,3958,2841,1747,1100,598,268,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8300,6276,4630,3938,3303,2999,2947,3056,3105,3257,3421,3539,3743,4218,4694,4837,5364,5983,6514,6644,6899,6807,6981,7136,6855,6974,6887,6667,5645,4684,3779,2682,2021,1394,984,536,177,16,0,0,0,0,0,0,0,0,0,0,0,0
5858,4915,4143,3624,3233,2889,2799,2823,2845,2962,3229,3418,3780,3909,4248,4798,5124,5433,6121,6818,7508,8014,7992,8174,8294,8722,8595,8202,7469,6706,5513,4320,3389,2203,1286,714,371,244,166,35,0,0,0,0,0,0,0,0,0,0
