10,1.164636
14,1.172150
23,1.337021
8,1.039996
21,1.382398
20,1.453312
6,1.039140
27,1.271427
7,1.207521
7,1.200496
18,1.452505
6,1.187970
9,1.049309
10,1.112073
12,1.076471
21,1.184388
8,1.143404
50,1.382450
6,1.064074
20,1.213890
14,1.237166
11,1.115958
12,1.422414
8,1.134333
6,1.113490
6,1.024065
6,1.059509
10,1.148772
7,1.118683
7,1.031213
13,1.177674
7,1.034181
16,1.423193
9,1.197624
11,1.267880
9,1.124159
7,1.058701
9,1.151316
292,5.762879
18,1.239130
6,1.112434
35,2.300990
74,2.216365
7,1.093955
25,1.644708
8,1.301768
13,1.148501
17,1.376162
375,3.697371
6,1.031687
7,1.028857
14,1.300263
6,1.183635
26,1.486268
6,1.107834
9,1.124947
7,1.062842
10,1.224468
37,1.320647
6,1.095821
10,1.291304
8,1.140273
11,1.265292
17,1.246944
12,1.132368
6,1.059592
13,1.159641
14,1.134481
9,1.225796
7,1.119958
13,1.369479
21,1.384759
10,1.305204
8,1.065203
118,2.039304
6,1.103701
6,1.157659
10,1.226193
42,1.687934
10,1.113385
9,1.150739
6,1.001590
6,1.113934
7,1.194058
10,1.324066
10,1.172261
6,1.061156
8,1.168091
21,1.340395
40,1.568142
10,1.107050
7,1.125312
9,1.287696
8,1.205805
11,1.262798
8,1.119596
10,1.342664
22,1.352835
7,1.186748
42,1.692607
133,2.258144
6,1.277705
13,1.257209
7,1.147061
36,1.968412
11,1.266399
6,1.216737
6,1.045327
6,1.228357
11,1.234551
9,1.287788
6,1.144122
480,12.795709
6,1.171671
9,1.191005
49,1.626730
9,1.253167
16,1.566002
6,1.244351
13,1.306073
6,1.225726
18,1.437014
91,2.117936
6,1.122344
18,1.254327
6,1.118194
7,1.234078
44,1.373674
7,1.229876
8,1.277834
9,1.125873
23,1.331219
9,1.195370
10,1.320811
7,1.107903
15,1.315938
14,1.239192
28,1.326008
11,1.128843
6,1.137054
86,2.080481
120,2.008361
6,1.149589
10,1.124298
14,1.362587
10,1.244580
17,1.369593
6,1.101070
6,1.128738
7,1.028992
39,1.978418
7,1.104054
7,1.020373
8,1.130071
7,1.319626
6,1.158428
12,1.146536
17,1.377114
34,1.713912
6,1.206987
84,1.970266
35,1.621704
10,1.321215
7,1.236993
37,1.934888
8,1.136262
45,1.857539
7,1.125758
6,1.275193
9,1.298420
7,1.312863
8,1.369060
12,1.055089
36,1.511771
9,1.261123
85,2.943779
7,1.167209
7,1.210343
9,1.363931
11,1.237529
7,1.196988
244,2.982276
14,1.236802
10,1.508684
7,1.236286
9,1.257431
11,1.123584
7,1.254407
9,1.272371
9,1.266059
7,1.126157
84,1.919531
10,1.196271
18,1.415274
7,1.252582
10,1.349226
8,1.246723
21,1.326261
11,1.293086
9,1.325274
21,1.193627
6,1.327086
8,1.148978
13,1.267222
6,1.252771
6,1.145668
60,2.903289
6,1.206595
57,3.864505
7,1.130276
6,1.044367
25,1.660816
9,1.331455
15,1.376321
6,1.397836
16,1.345183
9,1.205316
9,1.221697
9,1.357039
7,1.142682
6,1.183412
23,2.256073
7,1.198941
6,1.187827
35,1.876341
6,1.191742
11,1.369077
35,1.839998
6,1.284599
7,1.091431
