1595,8.941765
2053,11.360004
257,12.290226
7,1.616944
239,6.358256
470,8.141612
326,7.272694
801,11.310922
54,5.176692
49,4.912284
4003,7.986678
396,3.618513
374,6.153344
113,3.607618
141,3.640716
392,6.371718
410,4.756195
270,3.680686
992,7.816541
39,2.575137
896,6.601872
11,1.992998
2119,9.723329
130,4.186407
583,8.061865
180,3.590782
55,2.422065
2420,8.185057
742,7.516886
1330,4.906254
448,5.037394
6,1.430237
83,3.036318
364,4.319513
35,1.487830
249,2.440818
147,2.787197
71,2.808482
8,1.420920
253,4.157531
31,3.032641
73,1.617148
866,3.470199
240,2.396863
11,1.341179
48,2.120345
415,9.034515
857,11.622378
1011,14.829255
120,8.863609
133,4.651184
1016,12.935987
1340,13.481372
454,11.572571
