0.1,6,1.01
0.1,6,1.0908
0.1,29,1.271367
0.1,8,1.009545
0.1,42,1.318858
0.1,24,1.176468
0.1,18,1.179886
0.1,13,1.009588
0.1,20,1.009637
0.1,10,1.009802
0.1,20,1.01059
0.1,17,1.012933
0.1,7,1.001538
0.1,7,1.008909
0.1,10,1.00776
0.1,9,1.081328
0.1,10,1.000359
0.1,20,1.013544
0.1,18,1.000772
0.1,11,1.012253
0.1,38,1.003881
0.1,18,1.084633
0.1,8,1.003103
0.1,14,1.004334
0.1,6,1.004493
0.1,8,1.005114
0.1,14,1.016408
0.1,10,1.040195
0.1,27,1.17283
0.1,7,1.007162
0.1,24,1.012042
0.1,20,1.019211
0.1,10,1.005705
0.1,15,1.000724
0.1,9,1.003076
0.1,16,1.02049
0.1,21,1.012569
0.1,6,1.023413
0.1,7,1.008395
0.1,7,1.005587
0.1,19,1.169511
0.1,10,1.020004
0.1,9,1.006026
0.1,15,1.008422
0.1,10,1.001991
0.1,20,1.006895
0.1,10,1.007516
0.1,15,1.004688
0.1,7,1.000176
0.1,23,1.001184
0.1,11,1.00869
0.1,54,1.181774
0.1,11,1.001595
0.1,11,1.014344
0.1,6,1.008896
0.1,39,1.167451
0.1,33,1.018965
0.1,9,1.007098
0.1,8,1.015372
0.1,15,1.011772
0.1,18,1.039817
0.1,9,1.0088
0.1,9,1.006454
0.1,9,1.089451
0.1,9,1.00001
0.1,6,1.00707
0.1,61,1.174041
0.1,9,1.002703
0.1,12,1.012598
0.1,19,1.006237
0.1,13,1.000449
0.1,7,1.013492
0.1,15,1.198975
0.1,12,1.000577
0.1,13,1.015251
0.1,10,1.006925
0.1,27,1.005737
0.1,27,1.167777
0.1,17,1.006129
0.1,23,1.065514
0.1,8,1.126714
0.1,15,1.002645
0.1,8,1.004238
0.1,19,1.18585
0.1,11,1.001004
0.1,7,1.00119
0.1,15,1.09158
0.1,8,1.008987
0.1,22,1.019806
0.1,7,1.030477
0.1,8,1.018981
0.1,45,1.031455
0.1,9,1.003024
0.1,34,1.089205
0.1,6,1.007193
0.1,7,1.002027
0.1,18,1.002905
0.1,25,1.003108
0.1,7,1.083915
0.1,7,1.006266
0.1,8,1.004186
0.1,28,1.002994
0.1,13,1.019096
0.1,6,1.006023
0.1,9,1.006039
0.1,28,1.177467
0.1,15,1.089833
0.1,17,1.142412
0.1,10,1.005031
0.1,10,1.007031
0.1,12,1.011231
0.1,10,1.089918
0.1,9,1.002173
0.1,10,1.006349
0.1,6,1.001202
0.1,26,1.007829
0.1,19,1.009614
0.1,8,1.084862
0.1,9,1.004162
0.1,7,1.000441
0.1,10,1.011614
0.1,8,1.005236
0.1,7,1.166019
0.1,16,1.050757
0.1,14,1.00915
0.1,7,1.05694
0.1,29,1.308827
0.1,9,1.008627
0.1,20,1.097154
0.1,9,1.018487
0.1,18,1.110436
0.1,9,1.001157
0.1,11,1.087852
0.1,6,1.015811
0.1,11,1.004454
0.1,16,1.004439
0.1,22,1.048605
0.1,7,1.009399
0.1,18,1.006305
0.1,15,1.008255
0.1,9,1.004864
0.1,14,1.003612
0.1,6,1.007716
0.1,7,1.00711
0.1,6,1.001036
0.1,21,1.005606
0.1,20,1.115072
0.1,18,1.067404
0.1,13,1.005546
0.1,7,1.00216
0.1,10,1.00609
0.1,22,1.026011
0.1,34,1.023044
0.1,7,1.001443
0.1,12,1.000523
0.1,19,1.206007
0.1,6,1.00593
0.1,31,1.029991
0.1,8,1.005908
0.1,9,1.010172
0.1,6,1.009393
0.1,7,1.002878
0.1,21,1.085744
0.1,37,1.00273
0.1,11,1.092337
0.1,10,1.000058
0.1,17,1.004915
0.1,14,1.004451
0.1,27,1.03537
0.1,8,1.037651
0.1,7,1.006462
0.1,6,1.005727
0.1,6,1.003505
0.1,28,1.197653
0.1,20,1.083072
0.1,28,1.009269
0.1,9,1.003136
0.1,13,1.08512
0.1,33,1.037185
0.1,11,1.05707
0.1,15,1.003212
0.1,6,1.008167
0.1,7,1.008993
0.1,24,1.000757
0.1,7,1.008934
0.1,50,1.125409
0.1,14,1.075041
0.1,18,1.101501
0.1,23,1.035498
0.1,9,1.001183
0.1,7,1.008737
0.1,11,1.085115
0.1,7,1.004218
0.1,14,1.004565
0.1,11,1.007913
0.1,6,1.000246
0.1,6,1.051705
0.1,7,1.006621
0.1,6,1.008249
0.1,6,1.057638
0.1,10,1.016766
0.1,38,1.117698
0.1,19,1.02652
0.1,8,1.007461
0.1,10,1.091659
0.1,6,1.006601
0.1,17,1.087528
0.1,9,1.002268
0.1,11,1.091504
0.1,7,1.008562
0.1,8,1.000845
0.1,78,1.164266
0.1,10,1.000813
0.1,25,1.023225
0.1,13,1.010066
0.1,9,1.090257
0.1,9,1.012347
0.1,17,1.077379
0.1,19,1.000505
0.1,11,1.000498
0.1,16,1.106474
0.1,13,1.096395
0.1,10,1.001752
0.1,41,1.003887
0.1,6,1.000798
0.1,9,1.096831
0.1,9,1.007923
0.1,10,1.010081
0.1,10,1.085612
0.1,12,1.003391
0.1,8,1.089053
0.1,10,1.01044
0.1,7,1.058967
0.1,17,1.004282
0.1,6,1.009349
0.1,9,1.006309
0.1,19,1.006406
0.1,10,1.012461
0.1,34,1.005206
0.1,15,1.003874
0.1,8,1.029944
0.1,16,1.004425
0.1,11,1.05237
0.1,16,1.001513
0.1,7,1.00456
0.1,26,1.000667
0.1,18,1.004919
0.1,11,1.013946
0.1,6,1.005702
0.1,39,1.007442
0.1,12,1.003433
0.1,6,1.008694
0.1,6,1.008407
0.1,18,1.093791
0.1,7,1.003251
0.1,6,1.003806
0.1,13,1.005408
0.1,25,1.169499
0.1,7,1.000355
0.1,17,1.089416
0.1,14,1.090718
0.1,19,1.102583
0.1,28,1.164123
0.1,18,1.010691
0.1,9,1.009593
0.1,29,1.092132
0.1,16,1.000561
0.1,13,1.032208
0.1,15,1.083486
0.1,8,1.000268
0.1,12,1.005257
0.1,14,1.017084
0.1,14,1.000982
0.1,13,1.085023
0.1,8,1.001382
0.1,18,1.006116
0.1,20,1.007993
0.1,7,1.005296
0.1,8,1.004674
0.1,7,1.038966
