6,1.099220
8,1.425232
7,1.297371
7,1.344192
8,1.363977
25,2.074862
12,1.420643
41,1.756201
30,1.876299
24,1.285714
18,1.390441
85,2.751553
18,2.139967
21,1.592239
6,1.129972
23,1.475305
7,1.204512
136,3.347622
230,2.929759
10,1.106344
8,1.363689
296,4.200908
367,5.975142
245,4.514792
508,6.047253
16,1.360935
9,1.146185
24,1.630222
722,5.992534
631,6.422283
134,2.336871
13,1.184606
56,1.911001
8,1.077607
8,1.156926
1059,12.319047
323,5.337306
8,1.107310
28,1.457033
50,2.379009
41,2.346166
7,1.080030
113,2.689576
15,1.366191
9,1.185730
19,1.425834
11,1.216266
103,3.048666
780,11.187946
323,4.628629
25,1.501875
14,1.494490
30,2.135334
17,1.427005
7,1.367198
97,2.670894
1569,7.992312
13,1.144372
6,1.092307
19,1.264727
11,1.381947
772,6.112529
44,1.757757
782,7.885026
8,1.358237
327,4.926555
428,5.487802
18,1.546768
416,7.324844
25,1.685665
6,1.240426
7,1.410372
9,1.096141
97,2.231054
53,2.428166
87,2.746577
96,3.534781
8,1.210716
40,1.340962
508,5.308071
127,2.352221
9,1.132080
41,2.045878
53,1.710725
9,1.371740
44,1.897873
45,1.758014
22,1.392506
53,2.490213
8,1.361253
27,1.374166
14,1.444290
2101,7.793636
7,1.415527
76,2.917706
7,1.213067
9,1.273169
47,3.211010
2041,9.497986
14,1.580048
11,1.526631
17,1.603186
250,4.432906
136,2.555392
41,1.787744
1080,9.531906
367,6.291405
149,3.396833
13,1.252233
10,1.177270
1445,7.713378
28,1.852708
88,2.505427
694,6.940790
16,1.655885
113,3.478442
734,7.553783
131,3.808570
22,1.813805
8,1.156510
140,4.341689
603,8.219182
480,5.619682
39,1.966515
31,1.502268
36,2.174048
6,1.145508
6,1.311785
21,1.301214
543,5.986306
33,1.815172
82,2.238791
830,7.595178
11,1.123242
20,1.438021
24,1.454917
192,6.092432
84,2.592567
50,1.766398
23,1.670838
6,1.141765
6,1.248550
18,1.398619
656,8.975384
6,1.136359
1051,6.911761
11,1.355294
233,3.663470
32,1.564329
16,1.352551
44,2.643689
158,3.301085
10,1.144437
1478,7.329552
128,2.464310
24,1.936946
8,1.368312
24,1.495101
15,1.205457
27,1.580435
28,1.441050
9,1.097815
27,1.850666
7,1.231045
18,1.400073
6,1.416830
8,1.162094
108,4.373007
47,2.119597
6,1.284661
443,5.511398
6,1.303692
33,1.719037
36,2.114382
2075,10.517488
133,3.108375
31,1.829810
19,1.450224
111,3.917909
48,2.566101
32,1.730721
9,1.204130
1856,11.710940
101,3.440143
52,2.183292
1419,8.471380
12,1.620385
11,1.377444
223,3.585538
66,2.867481
11,1.314314
18,1.372257
14,1.287685
86,1.976773
20,1.321157
102,2.266735
479,4.813897
1408,9.505432
9,1.278813
6,1.058248
127,4.350531
10,1.187954
8,1.423588
398,6.034274
10,1.146836
108,3.632999
17,1.834489
6,1.280434
18,1.374383
51,1.526784
24,1.452116
234,3.237954
7,1.462169
7,1.367916
257,4.094457
9,1.280058
921,10.940489
12,1.631959
33,2.133837
322,6.186793
51,2.066775
249,3.743995
253,3.896964
22,1.500684
11,1.149189
7,1.374435
10,1.197181
13,1.468592
12,1.321008
31,2.040233
103,2.650475
51,1.669948
267,7.106678
17,1.436298
7,1.317762
14,1.372331
6,1.163893
2110,10.776740
10,1.335991
197,5.479105
273,5.379898
13,1.602371
10,1.427268
27,1.974018
654,9.062814
8,1.539558
255,5.534420
287,3.066263
681,5.488585
524,6.494824
243,4.643070
203,4.213682
1521,7.374828
8,1.217731
10,1.465505
29,2.531174
18,1.647636
106,3.987805
6,1.191707
837,16.881419
103,5.061636
244,5.313791
1081,12.834242
22,1.577486
11,1.130623
755,9.404769
42,2.224051
752,5.846466
8,1.344206
221,5.427638
32,1.857382
17,1.216124
595,9.430841
16,1.266283
31,1.964084
275,7.011544
10,1.236061
12,1.234336
13,1.721403
21,2.572508
511,6.256039
7,1.372867
312,7.079995
908,12.289370
34,1.980805
11,1.875649
151,2.642641
8,1.504704
12,2.302480
11,1.528107
1369,12.959225
9,1.373527
27,1.687411
90,3.691194
261,6.193605
109,3.797414
36,2.972950
123,4.587325
33,2.744809
20,2.095946
100,5.273195
8,1.148162
302,7.318640
13,1.929849
23,2.084068
7,1.212943
56,2.935697
8,1.362971
360,8.193468
11,1.607809
832,12.296130
50,2.524949
45,2.491065
8,1.306887
6,1.498484
9,1.346853
13,1.318864
17,2.086880
15,1.486212
18,1.512822
22,1.612917
29,1.362198
31,1.987888
53,1.923147
7,1.315341
27,1.748783
113,2.488312
181,3.388828
106,3.213875
201,3.302577
7,1.255802
86,3.005437
279,3.173581
69,2.367958
18,1.587980
10,1.161986
9,1.243273
26,1.776498
456,5.987106
122,2.934947
16,1.451796
21,1.546818
27,1.449933
27,1.441251
10,1.270952
23,1.326633
586,5.378423
24,1.534989
83,2.981886
6,1.190162
108,2.801491
20,1.512080
73,2.129628
23,1.563642
232,3.648421
41,1.749801
8,1.167855
913,7.308643
141,3.001525
41,1.580320
30,1.432142
6,1.338697
22,1.434873
6,1.089363
9,1.426957
30,1.997549
9,1.112023
9,1.196974
21,1.300211
261,5.213060
23,1.301651
44,1.851991
19,1.396081
204,2.713371
6,1.211985
1207,7.345048
415,4.704054
64,1.598977
6,1.139584
56,1.633147
2254,7.967342
48,2.390072
233,3.400669
36,1.481370
153,2.988920
1546,10.466261
127,3.232045
6,1.073057
2224,7.852501
6,1.112647
44,1.490509
62,1.701666
861,6.757001
8,1.064260
8,1.556936
7,1.234750
13,1.314623
542,6.701844
53,1.741124
10,1.133776
13,1.413929
1104,6.940521
626,7.421619
51,1.613407
565,5.524618
17,1.475476
7,1.289576
283,2.798561
22,1.747135
11,1.488946
12,1.373596
9,1.191775
57,1.732885
17,1.262418
909,6.246992
7,1.227622
67,2.744286
6,1.089289
22,1.623466
18,1.213379
17,1.129582
33,1.378750
28,1.423930
238,4.016219
1498,8.477547
382,5.390185
6,1.100768
7,1.219040
9,1.247199
736,5.261371
14,1.295087
13,1.218966
53,1.978560
1795,8.898363
337,3.791436
24,1.441759
710,5.180016
67,1.960830
19,1.185112
13,1.252354
11,1.466785
32,1.643159
214,2.792108
19,1.268571
112,2.190101
139,3.181570
6,1.060119
6,1.255319
10,1.245650
23,1.635724
6,1.065899
8,1.046899
17,1.362201
276,5.983713
1075,8.766369
65,2.240696
14,1.257673
31,1.551599
292,5.849609
10,1.317925
6,1.570725
120,2.143156
6,1.170676
8,1.367658
52,1.873635
1752,9.564369
50,2.322535
21,1.312373
18,1.138684
7,1.051195
54,2.125226
7,1.205964
16,1.583447
61,2.483077
117,2.631220
6,1.274128
602,6.098034
7,1.357005
23,1.476581
65,2.300678
20,1.569287
7,1.074739
99,2.657285
15,1.301343
884,5.672253
335,4.081173
6,1.168646
23,1.883912
9,1.379085
11,1.102419
27,1.632051
636,8.850325
36,1.884311
13,1.744000
30,1.354728
28,1.725198
10,1.205433
10,1.124592
6,1.289871
7,1.098754
9,1.219202
6,1.090887
6,1.062620
600,7.605103
12,1.414701
533,5.562458
9,1.429394
351,5.620897
14,1.251459
8,1.367410
3367,10.900706
6,1.106157
34,1.363253
19,1.441810
32,1.636247
17,1.533657
6,1.141995
12,1.213242
29,1.357447
432,6.450601
402,5.409943
14,1.411852
8,1.186681
31,1.671529
14,1.601324
12,1.270864
346,8.391652
32,1.690674
9,1.117861
33,1.441191
1758,6.969470
45,2.236180
35,1.635742
28,1.201904
22,1.266109
35,1.499000
118,2.058769
203,3.102080
60,1.725030
10,1.164867
67,2.522076
741,6.184571
34,1.735660
139,3.360105
15,1.341751
1791,6.552320
6,1.267562
10,1.266011
8,1.154742
10,1.208168
9,1.230907
23,1.294110
350,4.082356
36,1.494023
316,3.823531
60,2.283985
115,2.629074
38,1.432637
6,1.183595
9,1.332566
12,1.303214
16,1.385569
15,1.531707
9,1.231968
16,1.608432
6,1.317848
26,1.784637
13,1.623760
7,1.265405
37,1.867501
33,2.412760
27,1.700431
21,1.669573
8,1.206028
8,1.138909
26,1.435691
11,1.404292
84,2.490976
109,2.231364
55,1.708419
58,1.674525
126,2.710218
13,1.420583
6,1.467905
22,1.589544
