0.048438,0.378615,0.006826,0.000536,0.063570,0.028363,0.006611,3.625324,0.211062,0.035276,4.258162,0.006713,0.062348,0.063637,0.056940,10.751943,0.030747,3.497882,0.002290,0.002594
0.046446,0.383394,0.006397,0.000441,0.062033,0.028856,0.006032,3.617527,0.191367,0.029048,4.264570,0.005712,0.057045,0.062776,0.052097,10.826979,0.031442,3.426478,0.002095,0.001922
0.047610,0.709849,0.006834,0.000327,0.062728,0.026770,0.004024,3.557507,0.192775,0.029275,4.292495,0.004703,0.059999,0.063627,0.050117,10.901449,0.028638,3.135034,0.001741,0.001583
0.050398,0.649472,0.005701,0.000269,0.068834,0.024811,0.002982,3.550662,0.177235,0.029917,3.927391,0.004529,0.054896,0.060302,0.045111,11.158039,0.023582,3.158064,0.001593,0.001448
0.050673,0.653786,0.063584,0.000222,0.056681,0.028771,0.002716,3.188271,0.180993,0.027372,3.916184,0.003356,0.050226,0.061625,0.051069,11.493869,0.021696,3.178731,0.001554,0.001193
0.051127,0.601169,0.057871,0.003174,0.057159,0.019190,0.002558,2.917088,0.164071,0.027566,3.905062,0.002764,0.052469,0.062137,0.053767,11.623922,0.022143,3.171942,0.001152,0.000982
0.051241,0.548856,0.059192,0.003290,0.057592,0.014269,0.002341,2.926290,0.148951,0.025222,3.945875,0.002276,0.043205,0.066172,0.044275,11.703076,0.020259,3.135347,0.000949,0.000655
0.046620,0.502172,0.048742,0.002725,0.061521,0.014417,0.001927,2.925166,0.137800,0.025577,3.876681,0.002352,0.032020,0.072014,0.040509,12.064062,0.018623,2.856422,0.001107,0.000556
0.047771,0.510182,0.040136,0.002493,0.057200,0.013308,0.001428,2.945701,0.141797,0.021061,3.495492,0.002152,0.050278,0.077759,0.045222,12.493014,0.015255,2.874954,0.001013,0.000508
0.111966,0.517685,0.036723,0.002053,0.058699,0.015778,0.001307,3.095071,0.129736,0.035181,3.571405,0.001969,0.049214,0.080853,0.037238,12.774676,0.011306,2.367379,0.000926,0.000465
0.092198,0.473123,0.033599,0.002285,0.053706,0.023390,0.001196,3.162320,0.120912,0.028970,3.596656,0.001802,0.040525,0.085890,0.033977,11.688107,0.010344,3.518514,0.000687,0.000537
